conv_id,utterance_idx,context,prompt,speaker_idx,utterance,selfeval,tags
hit:2518_conv:5037,3,surprised,I was in shock when I saw an accident. It was a car accident on the highway.,20,I don't think so. They had a lot of ambulances blocking the wreck to cover it from view.,5|5|5_5|5|5,
hit:2518_conv:5037,4,surprised,I was in shock when I saw an accident. It was a car accident on the highway.,238,oh no,5|5|5_5|5|5,
hit:2521_conv:5043,1,lonely,sometimes I feel all alone!,238,sometimes I feel all alone!,5|5|5_5|5|5,
hit:2521_conv:5043,2,lonely,sometimes I feel all alone!,243,I know what you mean. That's no fun.,5|5|5_5|5|5,
hit:2521_conv:5043,3,lonely,sometimes I feel all alone!,238,yea... boring sometimes,5|5|5_5|5|5,
hit:2521_conv:5043,4,lonely,sometimes I feel all alone!,243,Do you have any hobbies or do you like to read?,5|5|5_5|5|5,
hit:2525_conv:5050,1,excited,I can't wait until this weekend! Saturday can't come any slower,269,I can't wait until this weekend! Saturday can't come any slower,5|5|5_3|4|4,
hit:2525_conv:5050,2,excited,I can't wait until this weekend! Saturday can't come any slower,155,Weekdays always seem to pass so slowly_comma_ but weekends fly by not even noticing them,5|5|5_3|4|4,
hit:2525_conv:5050,3,excited,I can't wait until this weekend! Saturday can't come any slower,269,I agree.,5|5|5_3|4|4,
hit:2525_conv:5050,4,excited,I can't wait until this weekend! Saturday can't come any slower,155,Do you have any plans for this upcoming weekend?,5|5|5_3|4|4,
hit:2528_conv:5056,1,guilty,I feel shame for lying to the police.,4,I feel shame for lying to the police.,5|5|5_4|5|5,
hit:2528_conv:5056,2,guilty,I feel shame for lying to the police.,243,What did you lie about?,5|5|5_4|5|5,
hit:2528_conv:5056,3,guilty,I feel shame for lying to the police.,4,I lied about where my friend was.,5|5|5_4|5|5,
hit:2528_conv:5056,4,guilty,I feel shame for lying to the police.,243,I assume you were trying to be a good friend and protect them?,5|5|5_4|5|5,
hit:2528_conv:5057,1,disgusted,I went out to dinner at a fancy restaurant with my husband the other night. It was a perfect experience until I had to use the restroom and realized how gross and dirty and smelly it was. It made me lose my appetite. ,243,I went out to dinner at a fancy restaurant with my husband the other night.,4|5|5_5|5|5,
hit:2528_conv:5057,2,disgusted,I went out to dinner at a fancy restaurant with my husband the other night. It was a perfect experience until I had to use the restroom and realized how gross and dirty and smelly it was. It made me lose my appetite. ,4,What did you eat?,4|5|5_5|5|5,
hit:2528_conv:5057,3,disgusted,I went out to dinner at a fancy restaurant with my husband the other night. It was a perfect experience until I had to use the restroom and realized how gross and dirty and smelly it was. It made me lose my appetite. ,243,Nothing because I lost my appetite after attempting to use the restrooms and then realizing how dirty_comma_ smelly_comma_ and gross they were. We had to leave after that.,4|5|5_5|5|5,
hit:2528_conv:5057,4,disgusted,I went out to dinner at a fancy restaurant with my husband the other night. It was a perfect experience until I had to use the restroom and realized how gross and dirty and smelly it was. It made me lose my appetite. ,4,Where did you go after you left?,4|5|5_5|5|5,
hit:2529_conv:5058,1,jealous,My daughter got a new suv a few months ago. It was the exact one that I had been wanting. Ever since then it has made me want one even more.,228,I have been wanting a new suv and a few months ago my daughter went and bought exactly what I had been wanting.,3|3|5_5|5|5,
hit:2529_conv:5058,2,jealous,My daughter got a new suv a few months ago. It was the exact one that I had been wanting. Ever since then it has made me want one even more.,269,Nice_comma_ what SUV?,3|3|5_5|5|5,
hit:2529_conv:5058,3,jealous,My daughter got a new suv a few months ago. It was the exact one that I had been wanting. Ever since then it has made me want one even more.,228,I have been wanting a traverse. We need more room for our family. It has made me want one even more since then.,3|3|5_5|5|5,
hit:2529_conv:5058,4,jealous,My daughter got a new suv a few months ago. It was the exact one that I had been wanting. Ever since then it has made me want one even more.,269,I need to google that. Is it a big SUV?,3|3|5_5|5|5,
hit:2530_conv:5060,1,proud,I felt happy to see my girlfriend finish her painting. It made her happy also.,20,It felt great to see my girlfriend finish her painting.,5|5|5_3|4|5,
hit:2530_conv:5060,2,proud,I felt happy to see my girlfriend finish her painting. It made her happy also.,296,What kind of paintings does she do?,5|5|5_3|4|5,
hit:2530_conv:5060,3,proud,I felt happy to see my girlfriend finish her painting. It made her happy also.,20,She does goth style painting of people.,5|5|5_3|4|5,
hit:2530_conv:5060,4,proud,I felt happy to see my girlfriend finish her painting. It made her happy also.,296,Wow_comma_ does she sell them anywhere?,5|5|5_3|4|5,
hit:2530_conv:5061,1,caring,I felt very caring about a friend when he was  worried if he would be liked because of his weight,296,My friend was worried he wouldn't be liked because of his weight. ,3|4|5_5|5|5,
hit:2530_conv:5061,2,caring,I felt very caring about a friend when he was  worried if he would be liked because of his weight,20,That's not a reason to dislike someone.,3|4|5_5|5|5,
hit:2530_conv:5061,3,caring,I felt very caring about a friend when he was  worried if he would be liked because of his weight,296,But so many do unfortunately! I felt so sad for him.,3|4|5_5|5|5,
hit:2530_conv:5061,4,caring,I felt very caring about a friend when he was  worried if he would be liked because of his weight,20,Yeah I do to. Does he plan on losing weight?,3|4|5_5|5|5,
hit:2535_conv:5070,1,devastated,My dog passed away last month. I am so sad about it.,322,My dog passed away last month.,5|5|5_5|5|5,
hit:2535_conv:5070,2,devastated,My dog passed away last month. I am so sad about it.,296,Oh man I am so sorry! I have lost many this year too. I hope he had a long life,5|5|5_5|5|5,
hit:2535_conv:5070,3,devastated,My dog passed away last month. I am so sad about it.,322,I am so sad thinking about it.  He was only 2 years old.,5|5|5_5|5|5,
hit:2535_conv:5070,4,devastated,My dog passed away last month. I am so sad about it.,296,Oh man! What happened?,5|5|5_5|5|5,
hit:2540_conv:5080,1,anticipating,Beach vacation coming up,389,I've got a beach vacation coming up and I can't wait!,5|5|5_5|5|5,
hit:2540_conv:5080,2,anticipating,Beach vacation coming up,243,How exciting! I am jealous!,5|5|5_5|5|5,
hit:2540_conv:5080,3,anticipating,Beach vacation coming up,389,Leaving on my birthday next month and going down to Panama City Florida!  Why don't you come with me???,5|5|5_5|5|5,
hit:2540_conv:5080,4,anticipating,Beach vacation coming up,243,That sounds very fun. I might have to take you up on that offer. I have a good friend that just moved there.,5|5|5_5|5|5,
hit:2549_conv:5099,1,proud,My son just graduated college. He was able to get hired on at his dream job right away.,243,My son just graduated from college.,5|5|5_5|5|5,
hit:2549_conv:5099,2,proud,My son just graduated college. He was able to get hired on at his dream job right away.,20,Congratulations! You must be so proud.,5|5|5_5|5|5,
hit:2549_conv:5099,3,proud,My son just graduated college. He was able to get hired on at his dream job right away.,243,I am! And he was able to get hires on right away at his dream job!,5|5|5_5|5|5,
hit:2549_conv:5099,4,proud,My son just graduated college. He was able to get hired on at his dream job right away.,20,Wow it sounds like he has life all planned out.,5|5|5_5|5|5,
hit:2552_conv:5104,1,terrified,I already have 6 kids_comma_ getting pregnant again is so alarming :(,237,I already have 6 kids_comma_ getting pregnant again is so alarming :(,5|5|5_5|5|5,
hit:2552_conv:5104,2,terrified,I already have 6 kids_comma_ getting pregnant again is so alarming :(,182,Wow_comma_ that sounds like a very busy household. How are you able to manage them all?,5|5|5_5|5|5,
hit:2552_conv:5104,3,terrified,I already have 6 kids_comma_ getting pregnant again is so alarming :(,237,I hire a nanny_comma_ I am anti abortion but now that it has happened again_comma_ I am afraid I just have to do something that I wouldn't like,5|5|5_5|5|5,
hit:2552_conv:5104,4,terrified,I already have 6 kids_comma_ getting pregnant again is so alarming :(,182,A nanny is a good idea. Would you consider using contraceptives? ,5|5|5_5|5|5,
hit:2560_conv:5121,1,sad,I dropped my favorite perfume and it broke,397,I dropped my favorite perfume and it broke into a million little pieces,3|5|5_5|5|5,
hit:2560_conv:5121,2,sad,I dropped my favorite perfume and it broke,322,Oh no_comma_ that's terrible. Can it be replaced?,3|5|5_5|5|5,
hit:2560_conv:5121,3,sad,I dropped my favorite perfume and it broke,397,Fortunately yes_comma_ it just sucks because it was brand new,3|5|5_5|5|5,
hit:2560_conv:5121,4,sad,I dropped my favorite perfume and it broke,322,What kind was it?,3|5|5_5|5|5,
hit:2568_conv:5136,1,surprised,My friends threw me a surprise birthday party. I was so shocked and felt so incredibly loved. It was amazing.,266,My friends threw me a surprise birthday party last year!,3|4|3_5|5|5,
hit:2568_conv:5136,2,surprised,My friends threw me a surprise birthday party. I was so shocked and felt so incredibly loved. It was amazing.,7,That is very nice,3|4|3_5|5|5,
hit:2568_conv:5136,3,surprised,My friends threw me a surprise birthday party. I was so shocked and felt so incredibly loved. It was amazing.,266,It was! I was shocked and I felt very loved.,3|4|3_5|5|5,
hit:2568_conv:5136,4,surprised,My friends threw me a surprise birthday party. I was so shocked and felt so incredibly loved. It was amazing.,7,Did they brought any special gift?,3|4|3_5|5|5,
hit:2570_conv:5140,1,excited,I will go on vacation next week_comma_ so I am very stoked about that!,332,I am feeling very stoked right now.,5|5|5_5|5|5,
hit:2570_conv:5140,2,excited,I will go on vacation next week_comma_ so I am very stoked about that!,132,Are you stoked about something good?,5|5|5_5|5|5,
hit:2570_conv:5140,3,excited,I will go on vacation next week_comma_ so I am very stoked about that!,332,Yes I am. I will finally get to take my vacation next week.,5|5|5_5|5|5,
hit:2570_conv:5140,4,excited,I will go on vacation next week_comma_ so I am very stoked about that!,132,That's great!  Where are you headed for your vacation?,5|5|5_5|5|5,
hit:2570_conv:5140,5,excited,I will go on vacation next week_comma_ so I am very stoked about that!,332,I will be heading to Hong Kong and Macau for a week.,5|5|5_5|5|5,
hit:2570_conv:5140,6,excited,I will go on vacation next week_comma_ so I am very stoked about that!,132,Do you have anything you want to see there?,5|5|5_5|5|5,
hit:2576_conv:5152,1,embarrassed,I accidentally ran into a glass wall at work. I'm so ashamed and guilty at myself,234,I accidentally ran into a glass wall at work. D'oh :(,4|5|5_5|5|5,
hit:2576_conv:5152,2,embarrassed,I accidentally ran into a glass wall at work. I'm so ashamed and guilty at myself,7,Are you ok?,4|5|5_5|5|5,
hit:2576_conv:5152,3,embarrassed,I accidentally ran into a glass wall at work. I'm so ashamed and guilty at myself,234,I am. Just bruised pride is all_comma_ thankfully. It was not the best feeling having everyone stare at you,4|5|5_5|5|5,
hit:2576_conv:5152,4,embarrassed,I accidentally ran into a glass wall at work. I'm so ashamed and guilty at myself,7,I understand. It is difficult to have everyone staring at you,4|5|5_5|5|5,
hit:2579_conv:5159,1,trusting,I really thought the Doctor knew what he  was talking about. After all he is a Doctor.,226,I really thought the Doctor knew what he was talking about. After all he is a Doctor.,4|4|5_2|5|5,
hit:2579_conv:5159,2,trusting,I really thought the Doctor knew what he  was talking about. After all he is a Doctor.,392,Oh no_comma_ what happened? ,4|4|5_2|5|5,
hit:2579_conv:5159,3,trusting,I really thought the Doctor knew what he  was talking about. After all he is a Doctor.,226,He was wrong about everything. I had believed him.,4|4|5_2|5|5,
hit:2579_conv:5159,4,trusting,I really thought the Doctor knew what he  was talking about. After all he is a Doctor.,392,Who can blame you? We are taught to trust professionals.,4|4|5_2|5|5,
hit:2580_conv:5161,1,confident,I  am so sure that I will be able to buy my dream car in 2 months,210,I am so sure that I will be able to buy my dream car in 2 months,5|5|5_5|5|5,
hit:2580_conv:5161,2,confident,I  am so sure that I will be able to buy my dream car in 2 months,132,Why's that?,5|5|5_5|5|5,
hit:2580_conv:5161,3,confident,I  am so sure that I will be able to buy my dream car in 2 months,210,I have worked so hard and  I saved a large chunk of the money,5|5|5_5|5|5,
hit:2580_conv:5161,4,confident,I  am so sure that I will be able to buy my dream car in 2 months,132,Oh excellent.  What is your dream car?,5|5|5_5|5|5,
hit:2580_conv:5161,5,confident,I  am so sure that I will be able to buy my dream car in 2 months,210,Oh it's actually an SUV_comma_ Chevrolet Suburban,5|5|5_5|5|5,
hit:2580_conv:5161,6,confident,I  am so sure that I will be able to buy my dream car in 2 months,132,Are you buying it outright?,5|5|5_5|5|5,
hit:2580_conv:5161,7,confident,I  am so sure that I will be able to buy my dream car in 2 months,210,Yes I am and I am so happy about it :),5|5|5_5|5|5,
hit:2580_conv:5161,8,confident,I  am so sure that I will be able to buy my dream car in 2 months,132,What color are you shooting for?,5|5|5_5|5|5,
hit:2589_conv:5179,1,annoyed,My friend borrowed a book from me_comma_ but he lost it. It was one of my favorites and it's not so easy to replace,234,My friend borrowed a book from me_comma_ but he went and lost it! It was one of my favorites too,4|5|5_5|5|5,
hit:2589_conv:5179,2,annoyed,My friend borrowed a book from me_comma_ but he lost it. It was one of my favorites and it's not so easy to replace,132,Oh that's terrible.  Did he say how he lost it?,4|5|5_5|5|5,
hit:2589_conv:5179,3,annoyed,My friend borrowed a book from me_comma_ but he lost it. It was one of my favorites and it's not so easy to replace,234,Yea_comma_ he accidentally left it out in the rain. So of course it's no good anymore,4|5|5_5|5|5,
hit:2589_conv:5179,4,annoyed,My friend borrowed a book from me_comma_ but he lost it. It was one of my favorites and it's not so easy to replace,132,Do you remember the title?  Maybe you can get another copy.,4|5|5_5|5|5,
hit:2602_conv:5204,1,devastated,My pet hamster was eaten by a pit bull.  I can't handle this sadness.,322,My pet hamster was eaten by a pit bull.,5|5|5_5|5|5,
hit:2602_conv:5204,2,devastated,My pet hamster was eaten by a pit bull.  I can't handle this sadness.,7,Sorry to hear that. How that happened?,5|5|5_5|5|5,
hit:2602_conv:5204,3,devastated,My pet hamster was eaten by a pit bull.  I can't handle this sadness.,322,My hamster got loose in the yard and my neighbors dog ate it.  I can't handle this sadness.,5|5|5_5|5|5,
hit:2602_conv:5204,4,devastated,My pet hamster was eaten by a pit bull.  I can't handle this sadness.,7,I understand. Those thing happened from time to time.,5|5|5_5|5|5,
hit:2602_conv:5205,1,caring,My sister was a little bit depressed_comma_ so I bought her gift to cheer her up.,7,My sister was a little bit depressed_comma_ so I bought her gift to cheer her up.,5|5|5_5|5|5,
hit:2602_conv:5205,2,caring,My sister was a little bit depressed_comma_ so I bought her gift to cheer her up.,322,That's so nice! What did you get her?,5|5|5_5|5|5,
hit:2602_conv:5205,3,caring,My sister was a little bit depressed_comma_ so I bought her gift to cheer her up.,7,I bought a hotel stay for a weekend near the beach. I think that could help her.,5|5|5_5|5|5,
hit:2602_conv:5205,4,caring,My sister was a little bit depressed_comma_ so I bought her gift to cheer her up.,322,Wow_comma_ that is really thoughtful.,5|5|5_5|5|5,
hit:2608_conv:5217,1,surprised,I am shocked at how fast my hair is growing these days,237,I am shocked at how fast my hair is growing these days,5|5|5_5|5|5,
hit:2608_conv:5217,2,surprised,I am shocked at how fast my hair is growing these days,329,Really? did you use marijuana ?,5|5|5_5|5|5,
hit:2608_conv:5217,3,surprised,I am shocked at how fast my hair is growing these days,237,maybe that's the reason,5|5|5_5|5|5,
hit:2608_conv:5217,4,surprised,I am shocked at how fast my hair is growing these days,329,Did you?,5|5|5_5|5|5,
hit:2620_conv:5240,1,afraid,One time I saw a ghost in my living room.  I was absolutely terrified. ,322,I once saw a ghost in my living room!,5|5|5_5|5|5,
hit:2620_conv:5240,2,afraid,One time I saw a ghost in my living room.  I was absolutely terrified. ,392,Me too! What did yours look like? ,5|5|5_5|5|5,
hit:2620_conv:5240,3,afraid,One time I saw a ghost in my living room.  I was absolutely terrified. ,322,It looked like a cloudy mist.  I was so terrified!,5|5|5_5|5|5,
hit:2620_conv:5240,4,afraid,One time I saw a ghost in my living room.  I was absolutely terrified. ,392,Wow_comma_ that must've been really spoooky.,5|5|5_5|5|5,
hit:2634_conv:5269,1,surprised,It's not unexpected that you are the best,210,t's not unexpected that you are the best,2|1|5_2|2|5,
hit:2634_conv:5269,2,surprised,It's not unexpected that you are the best,389,This is true.  I have often been told that I am the best.,2|1|5_2|2|5,
hit:2634_conv:5269,3,surprised,It's not unexpected that you are the best,210,I am not suprised because I paid for top quality education,2|1|5_2|2|5,
hit:2634_conv:5269,4,surprised,It's not unexpected that you are the best,389,Where do you go to school?,2|1|5_2|2|5,
hit:2635_conv:5270,1,disgusted,I saw a man eat a 3 foot burrito the other day.  It was the grossest thing I ever saw.,322,I witnessed a man eat an entire 3 foot burrito the other day.,5|5|5_5|5|5,
hit:2635_conv:5270,2,disgusted,I saw a man eat a 3 foot burrito the other day.  It was the grossest thing I ever saw.,366,Whoa! What was in that burrito?,5|5|5_5|5|5,
hit:2635_conv:5270,3,disgusted,I saw a man eat a 3 foot burrito the other day.  It was the grossest thing I ever saw.,322,It was filled with only refried beans and guacamole.  It was the grossest thing I have seen.,5|5|5_5|5|5,
hit:2635_conv:5270,4,disgusted,I saw a man eat a 3 foot burrito the other day.  It was the grossest thing I ever saw.,366,Wow_comma_ that's a food challenge type of thing! Did they get anything out of it?,5|5|5_5|5|5,
hit:2641_conv:5282,1,afraid,A robber held me at gun point ,59,Hi_comma_ a robber held me at gun point yesterday,55|5|4_5|5|5,
hit:2641_conv:5282,2,afraid,A robber held me at gun point ,329,Really? Please tell me more,55|5|4_5|5|5,
hit:2641_conv:5282,3,afraid,A robber held me at gun point ,59,I was so scared_comma_ he demanded I give him my phone and wallet.,55|5|4_5|5|5,
hit:2641_conv:5282,4,afraid,A robber held me at gun point ,329,So what did you do ?,55|5|4_5|5|5,
hit:2658_conv:5317,1,jealous,Some guy got married to my crush,59,Some guy just married my childhood crush!,5|5|5_5|5|5,
hit:2658_conv:5317,2,jealous,Some guy got married to my crush,210,oh my god!. I hope he loves her as much as you do,5|5|5_5|5|5,
hit:2658_conv:5317,3,jealous,Some guy got married to my crush,59,I hope so_comma_ I am just so envious of him right now!,5|5|5_5|5|5,
hit:2658_conv:5317,4,jealous,Some guy got married to my crush,210,Did she know that  you crushed on him?,5|5|5_5|5|5,
hit:2667_conv:5335,1,angry,My friend crashed my car.,59,I let my friend borrow my car yesterday and I regret it now.,5|4|5_5|5|5,
hit:2667_conv:5335,2,angry,My friend crashed my car.,63,oh yea why is that?,5|4|5_5|5|5,
hit:2667_conv:5335,3,angry,My friend crashed my car.,59,Because he crashed it and totaled it! I am so angry with him,5|4|5_5|5|5,
hit:2667_conv:5335,4,angry,My friend crashed my car.,63,oh wow thats so stupid of him.,5|4|5_5|5|5,
hit:2675_conv:5351,1,nostalgic,I took a trip to New York last weekend. I reminded me of a time that I went there with my parents years ago.,217,I visitied New York last weekend. The trip there made me remember other trips there that I took with my parents when I was a kid.,2|1|4_3|4|3,
hit:2675_conv:5351,2,nostalgic,I took a trip to New York last weekend. I reminded me of a time that I went there with my parents years ago.,25,OK let me in on it,2|1|4_3|4|3,
hit:2675_conv:5351,3,nostalgic,I took a trip to New York last weekend. I reminded me of a time that I went there with my parents years ago.,217,Well there's no real secret. We traveled to New York fairly often and it just brought back a flood of good memories.,2|1|4_3|4|3,
hit:2675_conv:5351,4,nostalgic,I took a trip to New York last weekend. I reminded me of a time that I went there with my parents years ago.,25,So what was the experience like ?,2|1|4_3|4|3,
hit:2676_conv:5352,1,guilty,I had a drunken one night stand.,59,I feel so bad for having a drunken one night stand.,5|5|5_5|5|5,
hit:2676_conv:5352,2,guilty,I had a drunken one night stand.,217,Why does that make you feel bad? You're allowed to have fun sometimes.,5|5|5_5|5|5,
hit:2676_conv:5352,3,guilty,I had a drunken one night stand.,59,Because I am married.,5|5|5_5|5|5,
hit:2676_conv:5352,4,guilty,I had a drunken one night stand.,217,Oh that would be tough. Have you told your partner?,5|5|5_5|5|5,
hit:2680_conv:5361,1,trusting,I had so much belief in people that I gave my car to someone and he drove it and never came back with it ,237,I had so much belief in people that I gave my car to someone and he drove it and never came back with it,5|5|5_5|5|5,
hit:2680_conv:5361,2,trusting,I had so much belief in people that I gave my car to someone and he drove it and never came back with it ,188,Oh my goodness. Who is that guy?,5|5|5_5|5|5,
hit:2680_conv:5361,3,trusting,I had so much belief in people that I gave my car to someone and he drove it and never came back with it ,237, someone I met at a religious gathering_comma_ so much for trusting!,5|5|5_5|5|5,
hit:2680_conv:5361,4,trusting,I had so much belief in people that I gave my car to someone and he drove it and never came back with it ,188,What an impostor. ,5|5|5_5|5|5,
hit:2695_conv:5391,1,guilty,I stole the last of my roommate's pizza when I was drunk_comma_ and feel bad about it.,332,I am feeling like I have not been the best roommate lately.,5|5|4_5|5|5,
hit:2695_conv:5391,2,guilty,I stole the last of my roommate's pizza when I was drunk_comma_ and feel bad about it.,326,Why_comma_ what did you do_comma_ to feel like that?,5|5|4_5|5|5,
hit:2695_conv:5391,3,guilty,I stole the last of my roommate's pizza when I was drunk_comma_ and feel bad about it.,332,I feel like I let my roommate down by breaking some of our house rules_comma_ and I feel bad for it.,5|5|4_5|5|5,
hit:2695_conv:5391,4,guilty,I stole the last of my roommate's pizza when I was drunk_comma_ and feel bad about it.,326,Are you planning to make up for it?,5|5|4_5|5|5,
hit:2698_conv:5396,1,terrified,I have been attacked last week by robber with a knife. I am still terrible afraid of getting out alone.,7,I have been attacked last week by robber with a knife. I am still terrible afraid of getting out alone.,5|5|5_5|5|5,
hit:2698_conv:5396,2,terrified,I have been attacked last week by robber with a knife. I am still terrible afraid of getting out alone.,326,I really hope you are alright. Did they catch him?,5|5|5_5|5|5,
hit:2698_conv:5396,3,terrified,I have been attacked last week by robber with a knife. I am still terrible afraid of getting out alone.,7,No_comma_ the police didn't catch him.,5|5|5_5|5|5,
hit:2698_conv:5396,4,terrified,I have been attacked last week by robber with a knife. I am still terrible afraid of getting out alone.,326,Do you at least remember how he looks?,5|5|5_5|5|5,
hit:2702_conv:5405,1,surprised,I was shocked when I didnt win the lottery!,238," ""I was shocked when I didnt win the lottery!""",5|5|5_4|5|5,
hit:2702_conv:5405,2,surprised,I was shocked when I didnt win the lottery!,410,Aww_comma_ I'm sorry. It  sure would solve a lot of problems_comma_ wouldn't it?,5|5|5_4|5|5,
hit:2702_conv:5405,3,surprised,I was shocked when I didnt win the lottery!,238,yea and i could whatever i want when i win,5|5|5_4|5|5,
hit:2702_conv:5405,4,surprised,I was shocked when I didnt win the lottery!,410,What's the first thing you would do if you won a few million?,5|5|5_4|5|5,
hit:2705_conv:5411,1,hopeful,I was thinking I will make a profit in my business,329,5,5|5|5_1|1|1,
hit:2705_conv:5411,2,hopeful,I was thinking I will make a profit in my business,217,5 what?,5|5|5_1|1|1,
hit:2705_conv:5411,3,hopeful,I was thinking I will make a profit in my business,329,5 hundred thousand dollars,5|5|5_1|1|1,
hit:2705_conv:5411,4,hopeful,I was thinking I will make a profit in my business,217,I would like that much money!,5|5|5_1|1|1,
hit:2705_conv:5411,5,hopeful,I was thinking I will make a profit in my business,329,But the business did not go well as planned,5|5|5_1|1|1,
hit:2705_conv:5411,6,hopeful,I was thinking I will make a profit in my business,217,What business?,5|5|5_1|1|1,
hit:2709_conv:5418,1,lonely,I started a new school and did not know anyone in my class,338,My parents decided to send me to a new school out of the area,4|4|5_5|5|5,
hit:2709_conv:5418,2,lonely,I started a new school and did not know anyone in my class,238,a better school?,4|4|5_5|5|5,
hit:2709_conv:5418,3,lonely,I started a new school and did not know anyone in my class,338,They thought it was a better school_comma_ and it probably was_comma_ but I didn't feel like it was at the time,4|4|5_5|5|5,
hit:2709_conv:5418,4,lonely,I started a new school and did not know anyone in my class,238,oh that stinks,4|4|5_5|5|5,
hit:2709_conv:5418,5,lonely,I started a new school and did not know anyone in my class,338,I remember after the first day wondering if I would ever have any friends there,4|4|5_5|5|5,
hit:2724_conv:5448,1,faithful,Some one owed me some money,329,I thought he would not pay back after a long time,5|5|5_2|3|4,
hit:2724_conv:5448,2,faithful,Some one owed me some money,338,Had you lent someone some money?,5|5|5_2|3|4,
hit:2724_conv:5448,3,faithful,Some one owed me some money,329,Yes I did,5|5|5_2|3|4,
hit:2724_conv:5448,4,faithful,Some one owed me some money,338,What made you doubtful that you would get paid back?,5|5|5_2|3|4,
hit:2724_conv:5448,5,faithful,Some one owed me some money,329,He failed to pay back when he promised he would ,5|5|5_2|3|4,
hit:2724_conv:5448,6,faithful,Some one owed me some money,338,Oh_comma_ I see -- but did he ever pay you back?,5|5|5_2|3|4,
hit:2728_conv:5456,1,terrified,First rollercoaster,389,I went on my first rollercoaster ride about a month ago,5|5|5_4|4|4,
hit:2728_conv:5456,2,terrified,First rollercoaster,406,Neat_comma_ did you like it/,5|5|5_4|4|4,
hit:2728_conv:5456,3,terrified,First rollercoaster,389,Not at first!  It was soooo scary!!,5|5|5_4|4|4,
hit:2728_conv:5456,4,terrified,First rollercoaster,406,Yeah_comma_ my first one was too. I can't stand if they stay upside down too long.,5|5|5_4|4|4,
hit:2728_conv:5456,5,terrified,First rollercoaster,389,I know right??!!  I'll go again though!,5|5|5_4|4|4,
hit:2728_conv:5456,6,terrified,First rollercoaster,406,Fun,5|5|5_4|4|4,
hit:2728_conv:5456,7,terrified,First rollercoaster,389,How interesting!  Tell me more!!!,5|5|5_4|4|4,
hit:2730_conv:5461,1,excited,I ordered a really nice new car and I am just waiting for it to be delivered. I can't wait!,413,I ordered a really nice new car and I am just waiting for it to be delivered. I can't wait!,4|4|5_5|4|5,
hit:2730_conv:5461,2,excited,I ordered a really nice new car and I am just waiting for it to be delivered. I can't wait!,391,oh happy for you buddy,4|4|5_5|4|5,
hit:2730_conv:5461,3,excited,I ordered a really nice new car and I am just waiting for it to be delivered. I can't wait!,413,thanks_comma_ I had to save up for ages,4|4|5_5|4|5,
hit:2730_conv:5461,4,excited,I ordered a really nice new car and I am just waiting for it to be delivered. I can't wait!,391,how much did it cost?,4|4|5_5|4|5,
hit:2731_conv:5463,1,surprised,I can't believe they threw me a party for my birthday!,323,Did you know today is my birthday?,4|4|4_5|5|5,
hit:2731_conv:5463,2,surprised,I can't believe they threw me a party for my birthday!,7,No_comma_ Congratulation. Do you have something planned today?,4|4|4_5|5|5,
hit:2731_conv:5463,3,surprised,I can't believe they threw me a party for my birthday!,323,I did not. I came home and was greeted by a large group of people and balloons,4|4|4_5|5|5,
hit:2731_conv:5463,4,surprised,I can't believe they threw me a party for my birthday!,7,That is nice.,4|4|4_5|5|5,
hit:2731_conv:5463,5,surprised,I can't believe they threw me a party for my birthday!,323,I've never had that happen before. How would that make you feel if that happened to you?,4|4|4_5|5|5,
hit:2733_conv:5466,1,sentimental,My brother was working in my office,329,He did not meet up to his project dealines,5|5|5_2|3|2,
hit:2733_conv:5466,2,sentimental,My brother was working in my office,338,Are you talking about a co-worker of yours?,5|5|5_2|3|2,
hit:2733_conv:5466,3,sentimental,My brother was working in my office,329,A co-worker is my blood brother. I am is line manager,5|5|5_2|3|2,
hit:2733_conv:5466,4,sentimental,My brother was working in my office,338,Did you have a conversation about not meeting deadlines?,5|5|5_2|3|2,
hit:2733_conv:5466,5,sentimental,My brother was working in my office,329,Yes we did,5|5|5_2|3|2,
hit:2733_conv:5466,6,sentimental,My brother was working in my office,338,How did it go?,5|5|5_2|3|2,
hit:2750_conv:5500,1,surprised,i was shocked when i saw my dog missing the other day,238,i was shocked when i saw my dog missing the other day,5|5|5_5|5|5,
hit:2750_conv:5500,2,surprised,i was shocked when i saw my dog missing the other day,225,Were you able to find it?,5|5|5_5|5|5,
hit:2750_conv:5500,3,surprised,i was shocked when i saw my dog missing the other day,238,yea he came back later the in the day own his own,5|5|5_5|5|5,
hit:2750_conv:5500,4,surprised,i was shocked when i saw my dog missing the other day,225,glad it worked out.,5|5|5_5|5|5,
hit:2750_conv:5501,1,afraid,I've been hearing some strange sounds around the house at night lately.,225,I've been hearing some strange sounds around the house at night lately.,5|5|5_5|5|5,
hit:2750_conv:5501,2,afraid,I've been hearing some strange sounds around the house at night lately.,238,hrmmm wonder if its a ghost or a rodent?,5|5|5_5|5|5,
hit:2750_conv:5501,3,afraid,I've been hearing some strange sounds around the house at night lately.,225,I don't know_comma_ but I can't find it.,5|5|5_5|5|5,
hit:2750_conv:5501,4,afraid,I've been hearing some strange sounds around the house at night lately.,238,oh wow.. that is strange,5|5|5_5|5|5,
hit:2752_conv:5505,1,confident,That I could make the long drive across the USA! ,11,I was so scared_comma_ but felt so sure of myself to make the long drive across the USA! ,5|5|5_5|5|5,
